number,state,contributor,content,created_at,closed_at,title,labels
26211,open,charris,"The numpy repository has gathered a lot of maintenance branches that are no longer used. This is beginning to make such simple tasks as basing backports on the current release branch cumbersome due to the large number of branches listed in the base, and this also makes the choice subject to errors. I propose that we figure out how we want to save the history in an accessible way, yet unclutter the main repo. Searching on that topic shows several ways to do this, none of which look very appealing at first glance. Does anyone have experience with this or suggestions? ",2024-04-04 15:30:55,,Archive and prune the github repo.,"['17 - Task', '23 - Wish List']"
26206,open,timhoffm,"### Proposed new feature or change:

I would like to be able to generate all permutations of an array; e.g.

```
>>> np.permutations([0, 1, 2])
array([[0, 1, 2],
       [0, 2, 1],
       [1, 0, 2],
       [1, 2, 0],
       [2, 0, 1],
       [2, 1, 0]])
````
AFAICS, there's neither a dedicated function for that in numpy already nor is it easily expressable through a combination of existing functions. I've only found the `choice` and `permutation` functions from the random generators, but these only create samples not a  complete set of permutations.

Would such a function be of interest for numpy? If so, I could start with a PR proposal.

Note: The standard library provides `itertools.permutations(...)` but that's significantly slower that a pure numpy implementation.

",2024-04-03 15:58:09,,ENH: Function to generate all permutations of an array,['unlabeled']
26200,open,luyahan,"I'm currently planing in add RISC-V Vector support for NumPy. 

Originally, I want to port rvv into _simd. But I found a great solution NEP-054.
I read NEP-054 (https://numpy.org/neps/nep-0054-simd-cpp-highway.html#discussion) and would like to get more information about its current status.
I noticed some PR had been opened ( https://github.com/numpy/numpy/pull/25781  and  https://github.com/numpy/numpy/pull/25934 ) for the NEP-054 but still under review and discussion. 
I wonder  if there are any specific tasks or contributions I can undertake to assist with its progress. 

And whether I should plan RVV support following the current NPY_SIMD implementation style or in the NEP-054 way?
Any suggestion or reference for this topic?",2024-04-03 04:26:48,,ENH: Add RISC-V Vector V1.0 Support,"['01 - Enhancement', 'component: SIMD']"
26191,open,rgommers,"This list tracks the compatibility status of packages that depend on or support NumPy. If ""compatible release on PyPI"" does not say ""yes"" but a version number is listed: this is based on plans announced in a tracking issue or other communication by the authors of the package.

_Maintainers: please feel free to edit directly (please refresh the page first to avoid overwriting edits from others!). Others who want to update things: please do comment, or feel free to ping me elsewhere._


 
| Package name  | Compatible release on PyPI? | Min compatible version | Notes                                                                                                   |
|---------------|-----------------------------|------------------------|---------------------------------------------------------------------------------------------------------|
| Adaptive                 |  yes         |  1.3.0    | https://github.com/python-adaptive/adaptive/pull/458   |
| arch    | yes    | 7.0.0    | https://github.com/bashtage/arch/pull/720    |
| AstroPy       |  yes          | 6.1.0                  | https://github.com/astropy/astropy/issues/16200                                 |
| astropy-healpix  | yes    | 1.0.3    | https://github.com/astropy/astropy-healpix/pull/214  |
| autograd    | yes   | 1.7.0    | https://github.com/HIPS/autograd/pull/618    | 
| AwkwardArray  | yes               |    2.6.3               |  https://github.com/scikit-hep/awkward/pull/3064                                                |
| BioPython     | yes     |  1.84          | https://github.com/biopython/biopython/issues/4676          |
| Bokeh    |  yes    | 3.4.1    | https://github.com/bokeh/bokeh/issues/13835    |
| boost-histogram | yes    | 1.4.1   | https://github.com/numpy/numpy/issues/26191#issuecomment-2179127999     |
| Boost.Python |     |  1.86.0      | https://github.com/boostorg/python/issues/431   |
| bottleneck   | yes   | 1.4.0    | https://github.com/pydata/bottleneck/issues/453   |
| CARMA | n/a   | 0.8.0     | https://github.com/RUrlus/carma/issues/129   | 
| Cartopy    |yes      | 0.23              | https://github.com/SciTools/cartopy/issues/2339     |
| Catboost  |      |      | https://github.com/catboost/catboost/issues/2671   |
| clawpack  |    |    | https://github.com/clawpack/clawpack/issues/252   |
| cmocean  | yes | 3.1.0    | https://github.com/matplotlib/cmocean/pull/99   |
| ContourPy  | yes      | 1.2.1           | https://github.com/contourpy/contourpy/pull/371      |
| CPNest  | yes    | 0.11.6    | https://github.com/johnveitch/cpnest/issues/92    |
| CuPy          | (13.2.0 only) | 14.0.0 (13.2.0 partial support)      | https://github.com/cupy/cupy/issues/8306  |
| Cython        | yes         | 3.0.4                  | Version is an estimate, it's worked fine for quite a while            |
| Cython-BLIS    | yes    | 1.0.0    | https://github.com/explosion/cython-blis/issues/106       |
| Dask          | yes       | 2024.5.1            | https://github.com/dask/dask/issues/11066     |
| Datashader | yes    | 0.16.2    | https://github.com/holoviz/datashader/issues/1324  |
| EigenPy  |    | 3.5.0 (possibly more work still needed)           | https://github.com/stack-of-tasks/eigenpy/pull/448   |
| fastparquet         | yes  | 2024.5.0               | https://github.com/dask/fastparquet/pull/922        |
| fitsio  | yes    | 1.2.3    | https://github.com/esheldon/fitsio/issues/393  |
| GDAL        | yes      | 3.9.0   | https://github.com/OSGeo/gdal/issues/9751   |
| GeoPandas     | yes              | 0.14.4                | https://github.com/geopandas/geopandas/issues/3258            |
| GNU Radio  | n/a    | 3.10.10.1    | https://github.com/gnuradio/gnuradio/issues/7378  |
| h5py         | yes                |         3.11.0         |    https://github.com/h5py/h5py/issues/2353                                              |
| holoviews   | yes   | 1.19.0   | https://github.com/holoviz/holoviews/pull/6238   |
| hypothesis | yes   | 6.100.2  | https://github.com/HypothesisWorks/hypothesis/issues/3950    |
| imagecodecs  | yes    | 2024.6.1         | https://github.com/cgohlke/imagecodecs/issues/100    |
| Imageio | yes     | 2.34.2        | https://github.com/imageio/imageio/issues/1090    |
| iminuit | yes   | 2.26.0   | https://github.com/scikit-hep/iminuit/pull/977       |
| ITK    | yes    | 5.4.0    | https://github.com/InsightSoftwareConsortium/ITK/issues/4700    |
| JAX           | yes                         |       0.4.26           | https://github.com/google/jax/issues/19246                                                              |
| Keras         | yes                         | 3.5.0                  | https://github.com/keras-team/keras/issues/19691                         |
| LightGBM    | yes   | 4.4.0            | https://github.com/microsoft/LightGBM/issues/6454 & https://github.com/microsoft/LightGBM/pull/6439            |
| lightly | yes      | 1.5.11    | https://github.com/lightly-ai/lightly/issues/1558 |
| linearmodels   | yes    | 6.0.0    | https://github.com/bashtage/linearmodels/pull/593   |
| Matplotlib    | yes                         | 3.8.4                 | https://github.com/matplotlib/matplotlib/issues/26778                                                   |
| MDAnalysis |                            | 2.8.0   |         https://github.com/MDAnalysis/mdanalysis/pull/4482     |                                                                            
| ml_dtypes        | yes                        | 0.4.0                  | https://github.com/jax-ml/ml_dtypes/pull/143                |
| mlpack                                 | yes | 4.5.0                           | https://github.com/mlpack/mlpack/issues/3723        |
| MNE-Python  | yes   | 1.7.0   | https://github.com/mne-tools/mne-python/issues/12672   |
| Modin   | yes   | 0.31.0    | https://github.com/modin-project/modin/issues/7310   |
| netCDF4    | yes      | 1.7.0      | https://github.com/Unidata/netcdf4-python/pull/1317         |    
| NetworkX      |  yes           | 3.3                       |  https://github.com/networkx/networkx/pull/7390                   |
| Nipy       | yes                   | 0.6.1                |  https://github.com/nipy/nipy/pull/565 |
| Numba         |  yes        | 0.60                   | https://github.com/numba/numba/issues/9544, [Discourse post with context](https://numba.discourse.group/t/communicating-numpy-2-0-changes-to-numba-users/2457/1)                 |
| numcodecs     | yes    | 0.12.1   | Likely older versions too; has been stable for a while. https://github.com/zarr-developers/numcodecs/issues/521  |
| numexpr       | yes                   | 2.10.0               |  https://github.com/pydata/numexpr/pull/478                  |
| numpngw       | yes                   | 0.1.4                | |
| OpenCV      |  yes     | 4.10.0.84     | https://github.com/opencv/opencv-python/issues/943              |
| Pandas        | yes                  | 2.2.2                | https://github.com/pandas-dev/pandas/issues/55519                  |
| pint    | yes   | 0.24   | https://github.com/hgrecco/pint/issues/1974    |
| Polars  | yes    | 1.1.0     | https://github.com/pola-rs/polars/issues/16998    |
| polyagamma   | yes   | 2.0.0    | https://github.com/zoj613/polyagamma/pull/127   |
| pvlib           | yes  | 0.10.5                         | https://github.com/pvlib/pvlib-python/issues/2026    |
| PyArrow       | yes                      |16.0                  | https://github.com/apache/arrow/issues/39532                                                            |
| Py-ART / arm-pyart        | yes  | 1.18.2                         | https://github.com/ARM-DOE/pyart/issues/1550   |
| Pybind11      | yes                         | 2.12.0                 | https://github.com/pybind/pybind11/issues/5009                  |
| PyData Sparse | yes               | 0.15.2       | https://github.com/pydata/sparse/issues/680  |
| pyEDFlib   | yes | 0.1.38 | https://github.com/holgern/pyedflib/issues/259    |
| PyGSL      | no  |        |                                                   |
| PyKrige    | yes   | 1.7.2     | https://github.com/GeoStat-Framework/PyKrige/pull/290    |
| PyMC         |                             |                        | depends on PyTensor                                          |
| Pyomo   | yes   | 6.8.0   | https://github.com/Pyomo/pyomo/pull/3292   | 
| PySide6    | yes    | 6.7.0    | from a comment on this issue: https://github.com/numpy/numpy/issues/26191#issuecomment-2106770424   |
| PySpark    |    | 4.0.0   | https://github.com/apache/spark/pull/47083    |
| PyTables         | yes                        | 3.10                  |      https://github.com/PyTables/PyTables/issues/1083                      |
| PyTensor    |          |              | https://github.com/pymc-devs/pytensor/pull/689   |
| Pythran       | yes              | 0.16.0                 | (0.15.0 works mostly, SciPy builds with it) https://github.com/serge-sans-paille/pythran/issues/2189          |
| PyTorch       | yes                | 2.3.0 (*)                 | https://github.com/pytorch/pytorch/issues/107302 (Windows binaries issue with 2.3.x-2.4.0: [pytorch#131668](https://github.com/pytorch/pytorch/issues/131668)           |
| PyVista    | yes    | 0.44.0    | [pyvista/pyvista/releases/tag/v0.44.0](https://github.com/pyvista/pyvista/releases/tag/v0.44.0)    |
| PyWavelets    | yes                         | 1.6.0                  | https://github.com/PyWavelets/pywt/pull/731                       |
| QuTiP       | yes    | 5.0.3        | https://github.com/qutip/qutip/pull/2421, https://github.com/qutip/qutip/pull/2457    |
| randomgen   | yes    | 2.0.0    | https://github.com/bashtage/randomgen/pull/375   |
| RAPIDS    |     | 24.10    | https://github.com/rapidsai/build-planning/issues/38   |
| Rasterio     | yes                 | 1.3.10                  | https://github.com/rasterio/rasterio/issues/3024            |
| RDKit    |    | 2024.3.4    | https://github.com/rdkit/rdkit/issues/7477    |
| reikna   | yes  | 0.9.0    | https://github.com/fjarri/reikna/pull/69   |
| rust-numpy  | yes  | 0.22     | https://github.com/PyO3/rust-numpy/issues/409   | 
| sagemaker   |   |   | https://github.com/aws/sagemaker-python-sdk/issues/4882 |
| scikit-bio    | yes     | 0.6.1  | https://github.com/scikit-bio/scikit-bio/issues/1964                                                    |
| scikit-image  |yes             | 0.23.1             | https://github.com/scikit-image/scikit-image/issues/7282                                                |
| scikit-learn  | yes           | 1.4.2                 | https://github.com/scikit-learn/scikit-learn/issues/27075              |
| scikit-sparse    |    |     | https://github.com/scikit-sparse/scikit-sparse/issues/120    |
| scipp    | yes    | 24.06.0     | https://github.com/scipp/scipp/pull/3427    |
| SciPy         | yes                        | 1.13.0                 |  https://github.com/scipy/scipy/pull/20375                    |
| Shapely       | yes             |  2.0.4       | https://github.com/shapely/shapely/issues/1972                                |
| SpaCy    |    |    | https://github.com/explosion/spaCy/issues/13528   |
| spglib  | yes    | 2.5.0    | https://github.com/spglib/spglib/issues/407    |
| SymPy         | yes        | 1.12.1                 |                                                                                                         |
| Seaborn       | yes      |  0.13.2       |  https://github.com/mwaskom/seaborn/pull/3683                    |
| statsmodels   | yes         | 0.14.2         | https://github.com/statsmodels/statsmodels/issues/9194          |
| TensorBoard    |    | 1.17.1 or 1.18.0    | https://github.com/tensorflow/tensorboard/issues/6869    |
| TensorFlow    |        | 1.18.0       | https://github.com/tensorflow/tensorflow/issues/67291,   has `<2` upper bound for 2.16.1, [requirements](https://github.com/tensorflow/tensorflow/blob/master/ci/official/requirements_updater/requirements.in), [lock file](https://github.com/tensorflow/tensorflow/blob/master/requirements_lock_3_12.txt)            |
| Thinc    |    |    | https://github.com/explosion/thinc/issues/939    |
| threadpoolctl | yes | 3.5.0       | https://github.com/joblib/threadpoolctl/pull/175     |
| tifffile      | yes    | 2024.4.24  | https://github.com/cgohlke/tifffile/issues/252  |
| TorchGeo   | yes    | 0.6.0    | https://github.com/microsoft/torchgeo/pull/2151    |
| torchvision   |    | 0.19.1 (0.18.0 is >98% compatible)   | https://github.com/pytorch/vision/issues/8460 (0.19.0 wheels have a Windows issue)   |
| treelite    | yes       | 4.2.1       | https://github.com/dmlc/treelite/issues/560    |
| unyt          | yes                         | 3.0.2                 | https://github.com/yt-project/unyt/pull/493                |
| VisPy   | yes    | 0.14.3    | https://github.com/vispy/vispy/pull/2599    |
| wavio   | yes    | 0.0.9     |                                             |
| Xarray        | yes                        | 2024.06.0         |  https://github.com/pydata/xarray/issues/8844               |
| XGBoost   | yes      | 2.1.0  | https://github.com/dmlc/xgboost/issues/10221  |
| yt            | yes                         | 4.3.1                 | https://github.com/yt-project/yt/pull/4859                   |
| Zarr          | yes      | 2.18.0    | https://github.com/zarr-developers/zarr-python/issues/1818  |
| zfpy          |           |        | https://github.com/LLNL/zfp/issues/210    |





",2024-04-01 21:34:12,,Ecosystem compatibility with numpy 2.0,['Tracking / planning']
26177,open,Wainberg,"### Describe the issue:

When `np.datetime64('NaT')` and `np.timedelta64('NaT')` appear inside arrays with `dtype=object`, they're incorrectly cast to `-9.22337204e+18` when the array is cast to floating-point types (including complex), rather than giving an error.

### Reproduce the code example:

```python
>>> import numpy as np
>>> np.array([np.datetime64('NaT'), 1], dtype=object).astype(float)
array([-9.22337204e+18,  1.00000000e+00])
>>> np.array([np.timedelta64('NaT'), 1+2j], dtype=object).astype(complex)
array([-9.22337204e+18+0.j,  1.00000000e+00+2.j])
```


### Error message:

_No response_

### Python and NumPy Versions:

1.26.4
3.12.2 | packaged by conda-forge | (main, Feb 16 2024, 20:50:58) [GCC 12.3.0]

### Runtime Environment:

_No response_

### Context for the issue:

_No response_",2024-03-29 23:08:22,,BUG: NaT is incorrectly cast inside object arrays,['00 - Bug']
26176,open,ngoldbaum,"We talked a little bit about this in #25993 but didn't resolve things.

Currently, the following functions don't have implementations in `np.strings`:

https://github.com/numpy/numpy/blob/ef6299c7c2bd309646b6cc64f302de93de5e99b8/numpy/_core/strings.py#L66-L67

We should figure out the appropriate API for adding fast ufuncs for these. I'm actually not sure if it's possible to write ufuncs for these given that they have an unknown number of outputs for each array element, you really need ragged arrays for this to make sense. Although that said, we could also return object arrays of python lists or just leave them with the `_vec_string` implementation.",2024-03-29 21:28:54,,MAINT: what should we do about string ufuncs that return lists?,['component: numpy.strings']
26159,open,ngoldbaum,"As noted in [PEP 703](https://peps.python.org/pep-0703/#borrowed-references) C API functions that return borrowed references are problematic in the nogil build.

We need to audit our usages and replace any that upgrade a borrowed reference to an owned reference with alternate C API functions that return new references.

Problematic Functions:

* [x] `PyList_GetItem` (#26246)
* [x] `PyList_GET_ITEM` (all existing usages are in argument parsing)
* [x] `PyDict_GetItem`
* [x] `PyDict_GetItemWithError`
* [x] `PyDict_Next`
* [x] `PyDict_GetItemString` (#27145 for the PyDict items).
* [x] `_PyDict_GetItemStringWithError` (https://github.com/numpy/numpy/pull/26282)
* [ ] Some sort of linter to force us to audit new usages of problematic functions.",2024-03-28 19:43:38,,MNT: Add linter for thread-unsafe C API uses,"['03 - Maintenance', 'sprintable', '39 - free-threading']"
26153,open,lovetheguitar,"### Describe the issue:

Hello lovely people :) 

please check the title for a description of the issue at hand.

Thanks for your great work!

### Reproduce the code example:

```python
import numpy as np

np.polynomial.Polynomial.fit([1, 2, 3], [1, 2, 3], deg=1)
```


### Error message:

```shell
numpy_demo.py:2: error: Call to untyped function ""fit"" of ""ABCPolyBase"" in typed context  [no-untyped-call]
```


### Python and NumPy Versions:

1.24.4
3.8.10 (tags/v3.8.10:3d8993a, May  3 2021, 11:48:03) [MSC v.1928 64 bit (AMD64)]

### Runtime Environment:

Mypy via pre-commit:  6e63c9e9c65e1df04465cdcda0f2490e89291f58 -> v1.9.0 (frozen)

args:
  - --show-error-codes
  - --strict
  - --warn-unused-ignores
  - --warn-redundant-cast
  - --warn-unreachable
  
 Numpy mypy plugin enabled (but does influence behavior here)
```toml
[tool.mypy]
mypy_path = ""src""
plugins = ""numpy.typing.mypy_plugin""
```

### Context for the issue:

We use strict typing with mypy on all our code and this necessitates lots of ` # type: ignore[no-untyped-call]` exceptions.",2024-03-28 14:50:14,,BUG: `np.polynomial.Polynomial.fit` lacks type annotations,['00 - Bug']
26145,open,mhvk,"### Describe the issue:

Currently, `np.abs` for the most negative integer of a given types cannot return the absolute value in the same type, so instead wraps and gives a negative value. This is surprising, and could be avoided by promoting to the unsigned type (e.g.,  `i1`->`u1`). However, this may have its own issues if further calculations are done, so really not sure what is the best option. (Hence, not sure whether this is a bug or a question...)

Note that passing in `dtype='u1'` works, though one then has to also give `casting='unsafe'` - even though in this case it is of course not unsafe at all...



### Reproduce the code example:

```python
import numpy as np
np.abs(np.array([-128, -127], 'i1'))
# array([-128,  127], dtype=int8)
np.abs(np.array([-128, -127], 'i1'), dtype='u1', casting='unsafe')
# array([128, 129], dtype=uint8)
```

EDIT: I didn't even notice that using `u1` actually produces nonsense for `-127`. From gh-5657, the ""correct"" way to avoid the overflow (or, rather, correct for the overflow) is,
```
np.abs(np.array([-128, -127], 'i1')).view('u1')
# array([128, 127], dtype=uint8)
```

### Error message:

_No response_

### Python and NumPy Versions:

2.1.0.dev0+git20240326.9992c3a
3.11.2 (main, Mar 13 2023, 12:18:29) [GCC 12.2.0]


### Runtime Environment:

N/A

### Context for the issue:

Found indirectly in #26143",2024-03-27 14:51:54,,BUG/question: Should np.abs always return a positive number?,"['00 - Bug', 'component: numpy._core', '33 - Question']"
26141,open,lschoe,"Numpy 2.0.0b1 comes with [pypy39 wheels](https://pypi.org/project/numpy/2.0.0b1/#files) but support for Python 3.9 has been (recommended to be) dropped since [2023 - Q4](https://scientific-python.org/specs/spec-0000/#2023---quarter-4).

Will you have pypy310 wheels for the upcoming Numpy 2.0.0 release candidates?",2024-03-27 08:19:53,,PyPy 3.10 support for Numpy 2.0.0rc1 or later?,['24 - PyPy']
26115,open,robb-brown,"### Describe the issue:

When slicing an array with an invalid object, like a list, the exception text is:

""IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices""

which is generated on line 606 of _core/src/multiarray/mapping.c.

This was appropriate when lists of indices were accepted or detected as deprecated, but is misleading now. Would it be better to report something like the following:

IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`), **tuples of these objects**, and integer or boolean arrays are valid indices

### Reproduce the code example:

```python
import numpy

myarray = numpy.zeros((5,5))

# generates misleading exception
slice = myarray[[slice(None),slice(None)]]

# correct
slice = myarray[(slice(None),slice(None))]
```


### Error message:

```shell
IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices
```


### Python and NumPy Versions:

Python version: all

Numpy version: all up to current main branch (commit 20185fd).



### Runtime Environment:

_No response_

### Context for the issue:

Seeing the exception, especially debugging legacy code that uses lists of slices, it's easy to waste time checking the individual indices, rather than the acutal indexing object.",2024-03-22 18:29:06,,BUG: Exception text when slicing with an invalid object does not report tuple as an option,['00 - Bug']
26104,open,ngoldbaum,"As noted by @mhvk [here](https://github.com/numpy/numpy/pull/26102#discussion_r1534636116), the order that promoters get added matters, and it shouldn't.

Taking a look at the promoter resolution algorithm:

https://github.com/numpy/numpy/blob/6bac54efcb5a4b6b099607f6b4372b5f20e3e715/numpy/_core/src/umath/dispatching.c#L244-L471

Indeed, it does exit if it finds two possible ambiguous promoters and doesn't check any subsequent ones for better matches.",2024-03-21 20:53:47,,BUG: order of promoters matters,['unlabeled']
26096,open,Crejan,"### Describe the issue:

High CPU load when using simple numpy matrix operation periodically
In the example i am only calculating one matrix inverse every 20ms but I have 3/8 CPU cores under full load at all times

### Reproduce the code example:

```python
import time
import numpy
import psutil

def test_numpy():
    N = 100
    data = [numpy.random.rand(4, 4) for _ in range(N)]
    cpu = 0
    for m in data:
        numpy.linalg.inv(m)
        time.sleep(0.05)
        cpu += psutil.cpu_percent()
    print(f""\ncpu core usage: {round(cpu / N * psutil.cpu_count())}%"")
```


### Error message:

```shell
No error. But very high CPU load on the overall system even for small calculations
```


### Python and NumPy Versions:

1.24.4
3.11.8

### Runtime Environment:

[{'simd_extensions': {'baseline': ['SSE', 'SSE2', 'SSE3'],
                      'found': ['SSSE3',
                                'SSE41',
                                'POPCNT',
                                'SSE42',
                                'AVX',
                                'F16C',
                                'FMA3',
                                'AVX2'],
                      'not_found': ['AVX512F',
                                    'AVX512CD',
                                    'AVX512_KNL',
                                    'AVX512_KNM',
                                    'AVX512_SKX',
                                    'AVX512_CLX',
                                    'AVX512_CNL',
                                    'AVX512_ICL']}},
 {'architecture': 'Haswell',
  'filepath': '/home/jan/dev/pyurctrl/build/venv/lib/python3.11/site-packages/numpy.libs/libopenblas64_p-r0-15028c96.3.21.so',
  'internal_api': 'openblas',
  'num_threads': 8,
  'prefix': 'libopenblas',
  'threading_layer': 'pthreads',

### Context for the issue:

periodic calculations on robot telemetry are slowing down the overall system performance dramatically. ",2024-03-21 09:20:20,,BUG:High CPU load with periodical matrix calculations,['00 - Bug']
26091,open,duburcqa,"### Describe the issue:

I am getting some undefined symbol error when compiling a shared library (C Python Module) that is linking against yet another shared library (C Python Module), both compiled against Numpy 2.0. Everything was fine before the update of Numpy to 2.0.0b1.

Does anyone have any idea regarding what is causing this issue?

### Reproduce the code example:

I don't have a MRE. I'm running the following [Github Action pipeline](https://github.com/duburcqa/jiminy/blob/dev/.github/workflows/manylinux.yml)

I could write one if really necessary. Basically I compile the library Eigenpy and then I linked my own module on it. It is the latter that contains undefined symbols.

### Error message:

```shell
ImportError: /home/runner/.local/lib/python3.10/site-packages/jiminy_py/core/core.cpython-310-x86_64-linux-gnu.so: undefined symbol: EIGENPY_ARRAY_APIPyArray_RUNTIME_VERSION
```


### Python and NumPy Versions:

Python 3.10, Numpy 2.0.0b1

### Runtime Environment:

_No response_

### Context for the issue:

_No response_",2024-03-20 14:39:47,,BUG: Undefined symbol when compiling shared library for numpy 2.0,"['00 - Bug', '57 - Close?']"
